scrape_date,category,title,price,location,size_m2,rooms,url,source,page,source_file,price_numeric,size_numeric,rooms_numeric,price_per_m2,log_price,is_sale
20260120,apt_rent,Great apartment for rent in La Soukra. 1 room. Secured door...,"1,200 TND",N/A,60 m²,1.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1200.0,60.0,1.0,20.0,7.0909098220799835,False
20260120,apt_rent,Find an apartment for rent in Les Berges Du Lac 1. Dimension...,"4,000 TND",N/A,180 m²,3.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,4000.0,180.0,3.0,22.22222222222222,8.294299608857235,False
20260120,apt_rent,Lovely apartment for rent in La Soukra. Small area 65 m². Se...,"1,200 TND",N/A,65 m²,1.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1200.0,65.0,1.0,18.46153846153846,7.0909098220799835,False
20260120,apt_rent,Apartment for rent in Ain Zaghouan Nord. 1 Living area. Gree...,"1,100 TND",N/A,N/A,1.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1100.0,,1.0,,7.00397413672268,False
20260120,apt_rent,Very nice apartment for rent in Ain Zaghouan Nord. 1 room. W...,"1,250 TND",N/A,70 m²,1.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1250.0,70.0,1.0,17.857142857142858,7.1316985104669115,False
20260120,apt_rent,Very nice apartment for rent in Aouina. 1 room. Attic,"1,300 TND",N/A,80 m²,1.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1300.0,80.0,1.0,16.25,7.170888478512505,False
20260120,apt_rent,Apartment for rent in Les Jardins de Carthage. 1 room. Well...,"1,400 TND",N/A,90 m²,1.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1400.0,90.0,1.0,15.555555555555555,7.244941546337007,False
20260120,apt_rent,Lovely apartment for rent in Cité El Wafa. 2 beautiful rooms...,"1,300 TND",N/A,100 m²,2.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1300.0,100.0,2.0,13.0,7.170888478512505,False
20260120,apt_rent,Rent an apartment. Area of 75 m². Storage unit,"1,500 TND",N/A,75 m²,1.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1500.0,75.0,1.0,20.0,7.313886831633462,False
20260120,apt_rent,Apartment for rent in La Soukra. 1 lovely room. Furnished,"1,350 TND",N/A,70 m²,1.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1350.0,70.0,1.0,19.285714285714285,7.208600337960199,False
20260120,apt_rent,Very nice apartment for rent in Sidi El Mahrsi. Small area 1...,"1,800 TND",N/A,150 m²,2.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1800.0,150.0,2.0,12.0,7.496097345175956,False
20260120,apt_rent,Rent this apartment in Hammamet. 2 beautiful rooms. Well fur...,"1,200 TND",N/A,80 m²,2.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1200.0,80.0,2.0,15.0,7.0909098220799835,False
20260120,apt_rent,Rent an apartment in Aouina. 4 rooms. General air conditioni...,"1,000 TND",N/A,100 m²,4.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1000.0,100.0,4.0,10.0,6.90875477931522,False
20260120,apt_rent,Rent an apartment in La Soukra. 1 lovely room. Furnishings,"1,500 TND",N/A,65 m²,1.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1500.0,65.0,1.0,23.076923076923077,7.313886831633462,False
20260120,apt_rent,Apartment for rent in La Soukra. 2 comfortable rooms. Lift a...,"1,200 TND",N/A,80 m²,1.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1200.0,80.0,1.0,15.0,7.0909098220799835,False
20260120,apt_rent,Flat for rent in Aouina. Large area 100 m². Caretaker availa...,"1,500 TND",N/A,100 m²,2.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1500.0,100.0,2.0,15.0,7.313886831633462,False
20260120,apt_rent,Apartment for rent in La Marsa. 3 beautiful rooms. Soundproo...,"4,500 TND",N/A,130 m²,3.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,4500.0,130.0,3.0,34.61538461538461,8.412054873292933,False
20260120,apt_rent,Rent an apartment in Hammamet. 3 large rooms. caretaker and...,"1,900 TND",N/A,125 m²,2.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1900.0,125.0,2.0,15.2,7.550135342488429,False
20260120,apt_rent,Great apartment for rent in Ain Zaghouan Nord. 1 Living area...,"1,900 TND",N/A,110 m²,2.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,1900.0,110.0,2.0,17.272727272727273,7.550135342488429,False
20260120,apt_rent,Find an apartment for rent in La Marsa. 3 large living areas...,"2,500 TND",N/A,N/A,2.0,N/A,mubawab_ultra,11,mubawab_max_apt_rent.csv,2500.0,,2.0,,7.824445930877619,False
