title,price,location,size_m2,url,page
Beautiful apartment for sale in Ain Zaghouan. 1 Living area...,"258,000 TND",La Marsa,"77
						m²",N/A,50
Apartment for sale in Cité El Wafa. 2 comfortable rooms. Ful...,Price on request,Nabeul,"75
						m²",N/A,50
Find an apartment to buy. 2 lovely rooms. Ample storage spac...,"800,000 TND",La Marsa,"102
						m²",N/A,50
Sale of a lovely apartment. Total area 150 m². Large terrace,"160,000 TND",Ksour Essef,"150
						m²",N/A,50
Apartment to purchase. Area of 276 m². Balcony,"290,000 TND",Salakta,"276
						m²",N/A,50
N/A,N/A,N/A,N/A,N/A,50
"Sell apartment in El Kantaoui. 4 rooms. Carpark, Balcony",Price on request,Hammam Sousse,"312
						m²",N/A,51
Beautiful apartment for sale in El Kantaoui. 3 beautiful roo...,"550,000 TND",Hammam Sousse,"120
						m²",N/A,51
Sale of a lovely apartment in El Kantaoui. 4 lovely rooms. W...,Price on request,Hammam Sousse,"244
						m²",N/A,51
Find an apartment for rent in El Kantaoui. 3 lovely rooms. F...,"580,000 TND",Hammam Sousse,"139
						m²",N/A,51
Apartment for sale in Chott Meriem. 3 comfortable rooms. Rob...,"159,000 TND",Akouda,"63
						m²",N/A,51
Beautiful apartment for sale in Chott Meriem. 3 comfortable...,"540,000 TND",Akouda,"118
						m²",N/A,51
Sale of a lovely apartment in Cité Taieb Mhiri. 3 large room...,Price on request,La Marsa,"114
						m²",N/A,51
Résidence Canopée - Chotrana 1,"From460,000 TND",La Soukra,N/A,N/A,51
"Sell apartment in Radès. 3 rooms. Secured door, Enclosed res...",Price on request,Rades,"118
						m²",N/A,51
Apartment to purchase. Area of 276 m². Balcony,"290,000 TND",Salakta,"276
						m²",N/A,51
Find an apartment to buy. Total area 40 m². Furnishings,"190,000 TND",Salakta,"40
						m²",N/A,51
Find an apartment to buy. Small area 116 m². Lift and terrac...,"165,000 TND",Ksour Essef,"116
						m²",N/A,51
Apartment for sale. Area of 186 m²,"550,000 TND",Salakta,"186
						m²",N/A,51
Fabulous apartment for sale. Large area 78 m². Fitted kitche...,"223,000 TND",Salakta,"78
						m²",N/A,51
Apartment for sale. Area 110 m²,"242,000 TND",Salakta,"110
						m²",N/A,51
Find an apartment to buy in La Soukra. 1 room. General satel...,"290,000 TND",La Soukra,"63
						m²",N/A,51
Sale of a lovely apartment in Aouina. Large area 64 m². Atti...,"260,000 TND",La Marsa,"64
						m²",N/A,51
Sale of a lovely apartment. Area of 564 m². Terrace and gard...,Price on request,La Marsa,"564
						m²",N/A,51
Apartment to purchase in Chotrana 3.1 lovely room. Terrace a...,Price on request,La Soukra,"100
						m²",N/A,51
Great apartment for rent in La Marsa. Small area 120 m². Ful...,"265,000 TND",La Marsa,"107
						m²",N/A,51
Sale of a lovely apartment in La Soukra. Surface area 155 m²...,"450,000 TND",La Marsa,"150
						m²",N/A,51
Sell apartment. 1 Room. Attic,"205,000 TND",Kélibia,"90
						m²",N/A,51
Find an apartment to buy in Denden. 3 beautiful rooms,"240,000 TND",La Manouba,"108
						m²",N/A,51
Sell apartment. 3 comfortable rooms. Large terrace,"310,000 TND",Tantana,"96
						m²",N/A,51
Sell apartment in La Fayette. Surface area 60 m²,"150,000 TND",Tunis,"60
						m²",N/A,51
Apartment for sale in Nouvelle Medina. Large area 90 m². Lar...,"99,000 TND",Nouvelle Medina,"90
						m²",N/A,51
Beautiful apartment for sale in Ariana Essoghra. 1 Living ar...,Price on request,Raoued,"68
						m²",N/A,51
Sell apartment in Yasmine Hammamet. 3 rooms. Caretaker servi...,"450,000 TND",Hammamet,"120
						m²",N/A,51
Fabulous apartment for sale in Yasmine Hammamet. Surface are...,"472,000 TND",Hammamet,"120
						m²",N/A,51
Apartment for sale in Neapolis. Total area 115 m². No Lift...,"310,000 TND",Nabeul,"115
						m²",N/A,51
Fabulous apartment for sale in Les Jardins d'El Menzah 1. To...,"1,200,000 TND",Ariana Ville,"768
						m²",N/A,51
Apartment for sale in Aouina. 1 lovely room. Residence with...,"227,000 TND",La Marsa,"58
						m²",N/A,51
Apartment for sale in La Soukra. 1 lovely room. Lift and ter...,"227,000 TND",La Soukra,"58
						m²",N/A,51
N/A,N/A,N/A,N/A,N/A,51
Apartment for sale in Cité Taieb Mhiri. 3 beautiful rooms. C...,Price on request,La Marsa,"157
						m²",N/A,52
Sell apartment in Les Jardins de Carthage. Surface area 116...,Price on request,Le Kram,"116
						m²",N/A,52
Apartment for sale in Sousse Jaouhara. Small area 78 m²,"225,000 TND",Sousse Jaouhara,"78
						m²",N/A,52
Sale of a lovely apartment in Hammamet. 2 rooms. Fully furni...,"280,000 TND",Hammamet,"95
						m²",N/A,52
Apartment for sale in Hammamet. Dimension 69 m². Caretaker s...,"270,000 TND",Hammamet,"69
						m²",N/A,52
Apartment for sale in Hammamet. 2 large rooms. Furnished,"340,000 TND",Hammamet,"78
						m²",N/A,52
Fabulous apartment for sale in Ain Zaghouan Nord. 2 rooms. T...,"382,000 TND",La Marsa,"110
						m²",N/A,52
Résidence MY HOUSE 1,Price on request,La Soukra,Completed,N/A,52
Fabulous apartment for sale in Ain Zaghouan Nord. 2 rooms. D...,"428,000 TND",La Marsa,"121
						m²",N/A,52
Sale of a lovely apartment in Aouina. 1 room. Private garden...,Price on request,La Soukra,"61
						m²",N/A,52
Apartment to purchase in Bizerte Centre Ville. 2 beautiful r...,"210,000 TND",Bizerte Nord,"97
						m²",N/A,52
Fabulous apartment for sale in El Menzah 5.3 large living ar...,Price on request,Ariana Ville,"120
						m²",N/A,52
Sell apartment in Cité Belvédère. 2 beautiful rooms. Carpark...,"170,000 TND",Bizerte Nord,"130
						m²",N/A,52
Sale of a lovely apartment. 4 comfortable rooms. Carpark and...,Price on request,Bizerte,"154
						m²",N/A,52
Beautiful apartment for sale in Bizerte Centre Ville. 2 room...,Price on request,Bizerte Nord,"112
						m²",N/A,52
Apartment for sale in La Soukra. Small area 115 m². Boiler,"385,000 TND",La Soukra,"115
						m²",N/A,52
Apartment for sale in Cité de la Plage. 2 rooms. Satellite d...,Price on request,Hammam Sousse,"85
						m²",N/A,52
Find an apartment to buy in Chotrana 2.3 rooms. Thermal insu...,"683,000 TND",La Soukra,"145
						m²",N/A,52
Apartment for sale in Cité Les Pins. Total area 188 m². Doub...,"464,000 TND",La Marsa,"188
						m²",N/A,52
Fabulous apartment for sale in Chotrana 2.2 comfortable room...,"279,000 TND",La Soukra,"61
						m²",N/A,52
Fabulous apartment for sale. 1 Room. Stunning sea view,"240,000 TND",Kélibia,"103
						m²",N/A,52
Find an apartment to buy. Dimension 90 m². Terrace,"200,000 TND",Kélibia,"90
						m²",N/A,52
"Apartment to purchase in Ariana. Area of 92 m². Cellar, Larg...","177,000 TND",Ariana Ville,"92
						m²",N/A,52
Sale of a lovely apartment in Aouina. 1 room. Double glazed...,Price on request,La Marsa,"26
						m²",N/A,52
Apartment for sale in Ben Arous. 3 rooms. Terrace,"210,000 TND",Ben Arous,"100
						m²",N/A,52
Beautiful apartment for sale in Les Jardins de Carthage. 3 r...,"700,000 TND",Le Kram,"160
						m²",N/A,52
Apartment for sale in Sousse Ville. Total area 113 m². Caret...,"306,000 TND",Sousse Ville,"113
						m²",N/A,52
Apartment to purchase in Sousse Jaouhara. Small area 192 m²...,"200,000 TND",Sousse Jaouhara,"192
						m²",N/A,52
Sale of a lovely apartment in Les Jardins de Carthage. 4 com...,"730,000 TND",Le Kram,"170
						m²",N/A,52
Apartment for sale in La Manouba. 1 room,Price on request,La Manouba,"57
						m²",N/A,52
Apartment to purchase in La Manouba. 2 rooms,Price on request,La Manouba,"110
						m²",N/A,52
Beautiful apartment for sale in La Manouba. 2 beautiful room...,Price on request,La Manouba,"95
						m²",N/A,52
Beautiful apartment for sale in La Manouba. 2 beautiful room...,Price on request,La Manouba,"103
						m²",N/A,52
N/A,N/A,N/A,N/A,N/A,52
Sell apartment in Les Jardins de Carthage. 2 large living ar...,Price on request,Le Kram,"64
						m²",N/A,53
Apartment for sale in Les Jardins de Carthage. 2 lovely room...,Price on request,Le Kram,"89
						m²",N/A,53
Apartment for sale in Les Jardins de Carthage. Area 70 m². C...,Price on request,Le Kram,"70
						m²",N/A,53
Sell apartment in Les Jardins de Carthage. Area of 135 m²,Price on request,Le Kram,"135
						m²",N/A,53
Beautiful apartment for sale in Les Jardins de Carthage. Dim...,Price on request,Le Kram,"176
						m²",N/A,53
Apartment to purchase in Les Jardins de Carthage. Surface ar...,Price on request,Le Kram,"107
						m²",N/A,53
Apartment to purchase in Les Jardins de Carthage. 3 rooms,Price on request,Le Kram,"160
						m²",N/A,53
High-end office building ZA Kheireddine,"From12,000 TND",Le Kram,Completed,N/A,53
Sale of a lovely apartment in Les Jardins de Carthage. 3 lov...,Price on request,Le Kram,"176
						m²",N/A,53
"Apartment for sale. Area of 211 m². With Lift, Balcony","640,000 TND",Khezama Est,"211
						m²",N/A,53
Apartment for sale in Yasmine Hammamet. 3 lovely rooms. Care...,"594,000 TND",Hammamet,"180
						m²",N/A,53
Find an apartment to buy in Hammamet. 1 Living area. Private...,"210,000 TND",Hammamet,"50
						m²",N/A,53
Sale of a lovely apartment in Cité Ennasr 1.1 lovely room. D...,"300,000 TND",Ariana Ville,"87
						m²",N/A,53
Fabulous apartment for sale in Cité Ennasr 1. Small area 205...,"490,000 TND",Ariana Ville,"205
						m²",N/A,53
Sell apartment in Cité Ennasr 1. Total area 186 m². Air cond...,"250,000 TND",Ariana Ville,"186
						m²",N/A,53
Apartment for sale in Cité Ennasr 1.2 comfortable rooms. Air...,"140,000 TND",Ariana Ville,"48
						m²",N/A,53
Apartment for sale in Skanes. Total area 201 m². Attic,"495,000 TND",Monastir Ville,"201
						m²",N/A,53
"Find an apartment to buy. Dimension 90 m². No Lift, Balcony","190,000 TND",Monastir Ville,"90
						m²",N/A,53
Sale of a lovely apartment. Large area 90 m²,"130,000 TND",Monastir Ville,"90
						m²",N/A,53
Find an apartment to buy in Skanes. Dimension 110 m². Lift a...,"450,000 TND",Monastir Ville,"130
						m²",N/A,53
Apartment for sale in La Soukra. 2 lovely rooms. Beautiful t...,"258,000 TND",La Soukra,"77
						m²",N/A,53
Fabulous apartment for sale in La Fayette. Total area 75 m²,"150,000 TND",Tunis,"60
						m²",N/A,53
Sell apartment in Nouvelle Ariana. 10 comfortable rooms,"650,000 TND",Ariana Ville,"300
						m²",N/A,53
Apartment for sale in Borj Cedria. Small area 64 m². Balcony,"145,000 TND",Hammam Chatt,"64
						m²",N/A,53
Apartment to purchase in Le Bardo. 5 large rooms. Caretaker...,Price on request,Le Bardo,"152
						m²",N/A,53
Apartment for sale in Cité Taieb Mhiri. Area 174 m². With Li...,"360,000 TND",La Marsa,"174
						m²",N/A,53
Find an apartment to buy. Area of 103 m². On site security,"110,000 TND",Sahline,"103
						m²",N/A,53
Fabulous apartment for sale. Large area 68 m². Enclosed resi...,"125,000 TND",Sahline,"68
						m²",N/A,53
Apartment to purchase. Total area 155 m². Large terrace,"190,000 TND",Sahline,"130
						m²",N/A,53
Apartment to purchase in Ain Zaghouan. Dimension 127 m². Ter...,"300,000 TND",La Marsa,"127
						m²",N/A,53
Find an apartment to buy in Chotrana 3.3 rooms. Caretaker se...,"693,494 TND",La Soukra,"162
						m²",N/A,53
Apartment for sale in Dar Fadhal. Small area 140 m². Garage...,"380,000 TND",La Soukra,"140
						m²",N/A,53
Sale of a lovely apartment in Ain Zaghouan Nord. 3 rooms. Fu...,"580,000 TND",La Marsa,"139
						m²",N/A,53
N/A,N/A,N/A,N/A,N/A,53
Sale of a lovely apartment in Aouina. 3 lovely rooms. Reinfo...,Price on request,La Marsa,"170
						m²",N/A,54
Apartment to purchase in Les Jardins d'El Menzah 2.3 lovely...,"676,000 TND",Ariana Ville,"211
						m²",N/A,54
Apartment for sale in Les Jardins d'El Menzah 2.2 rooms. Sou...,Price on request,Ariana Ville,"169
						m²",N/A,54
Apartment to purchase in Les Jardins d'El Menzah 2. Area 122...,"473,000 TND",Ariana Ville,"122
						m²",N/A,54
Sale of a lovely apartment in Les Jardins d'El Menzah 2.2 la...,Price on request,Ariana Ville,"67
						m²",N/A,54
Find an apartment to buy in Les Jardins d'El Menzah 2.2 love...,Price on request,Ariana Ville,"126
						m²",N/A,54
Apartment for sale in Les Jardins d'El Menzah 2.2 comfortabl...,"317,000 TND",Ariana Ville,"70
						m²",N/A,54
RESIDENCE MYRIAM 3 - Carthage Gardens,"From640,000 TND",Le Kram,Completed,N/A,54
Sell apartment in Cité el Ghazela. Area of 160 m². With gara...,"550,000 TND",Raoued,"160
						m²",N/A,54
Beautiful apartment for sale in La Soukra. 3 beautiful rooms...,"520,000 TND",La Soukra,"149
						m²",N/A,54
Sell apartment in El Menzah 1. Dimension 140 m². Reinforced...,"390,000 TND",El Menzah,"140
						m²",N/A,54
Apartment for sale in Nabeul. Dimension 156 m². Green areas...,"590,000 TND",Nabeul,"156
						m²",N/A,54
Apartment to purchase. 2 rooms. Beautiful terrace,"230,000 TND",Kélibia,"106
						m²",N/A,54
Fabulous apartment for sale. 2 rooms,"160,000 TND",Kélibia,"75
						m²",N/A,54
Fabulous apartment for sale. 2 rooms. Beautiful terrace,"120,000 TND",Kélibia,"50
						m²",N/A,54
Apartment for sale in Hammamet. 5 large living areas. Beauti...,"260,000 TND",Hammamet,"77
						m²",N/A,54
Sale of a lovely apartment in Aouina. Large area 83 m². Care...,"209,000 TND",La Marsa,"83
						m²",N/A,54
Find an apartment to buy in La Soukra. 1 lovely room. Carpar...,"249,000 TND",La Soukra,"74
						m²",N/A,54
Apartment to purchase in Ain Zaghouan. Surface area 62 m². S...,"232,000 TND",La Marsa,"62
						m²",N/A,54
Find an apartment to buy in La Soukra. 1 room. Parking space...,"285,000 TND",La Soukra,"67
						m²",N/A,54
Sale of a lovely apartment in Aouina. 4 beautiful rooms. Dou...,"425,000 TND",La Marsa,"176
						m²",N/A,54
Sale of a lovely apartment in Centre Urbain Nord. 2 beautifu...,"350,000 TND",Cité El Khadra,"100
						m²",N/A,54
Find an apartment to buy in El Manar 1. Total area 112 m². G...,"265,000 TND",El Menzah,"112
						m²",N/A,54
Sale of a lovely apartment in La Marsa. Small area 300 m². P...,"390,000 TND",La Marsa,"300
						m²",N/A,54
Apartment for sale in Gammarth Supérieur. 3 comfortable room...,"600,000 TND",La Marsa,"107
						m²",N/A,54
Find an apartment to buy in Gammarth Supérieur. Area of 151...,"590,000 TND",La Marsa,"151
						m²",N/A,54
Sell apartment. 3 rooms. Air conditioning system,"165,500 TND",Khezama Est,"82
						m²",N/A,54
"Sell apartment. Area 133 m². Secured door, Enclosed residenc...","427,000 TND",Sousse Jaouhara,"133
						m²",N/A,54
Sale of a lovely apartment. Large area 218 m². Reinforced do...,"700,000 TND",Sousse Jaouhara,"218
						m²",N/A,54
Find an apartment to buy in Ain Zaghouan. 2 beautiful rooms...,Price on request,La Marsa,"106
						m²",N/A,54
Sale of a lovely apartment in Les Jardins de Carthage. 4 lar...,"830,000 TND",Le Kram,"166
						m²",N/A,54
Beautiful apartment for sale. Large area 120 m². Partial sea...,"240,000 TND",Sousse Ville,"120
						m²",N/A,54
Fabulous apartment for sale in Chotrana 1.2 beautiful rooms...,"425,000 TND",La Soukra,"153
						m²",N/A,54
N/A,N/A,N/A,N/A,N/A,54
Apartment to purchase in Borj Louzir. 2 lovely rooms. Fully...,"175,000 TND",La Soukra,"81
						m²",N/A,55
Beautiful apartment for sale in Borj Louzir. 3 beautiful roo...,"263,000 TND",La Soukra,"117
						m²",N/A,55
Beautiful apartment for sale in Borj Louzir. 2 lovely rooms...,"175,000 TND",La Soukra,"80
						m²",N/A,55
Beautiful apartment for sale in Borj Louzir. 4 rooms. Secure...,"263,000 TND",La Soukra,"117
						m²",N/A,55
Apartment for sale in Les Jardins de Carthage. 3 lovely room...,"622,000 TND",Le Kram,"136
						m²",N/A,55
Apartment to purchase in Les Jardins de Carthage. 4 rooms,"822,000 TND",Le Kram,"172
						m²",N/A,55
Apartment for sale in Les Jardins de Carthage. 3 large livin...,"576,000 TND",Le Kram,"118
						m²",N/A,55
High-end office building ZA Kheireddine,"From12,000 TND",Le Kram,Completed,N/A,55
Apartment for sale in Les Jardins de Carthage. 3 lovely room...,"622,000 TND",Le Kram,"136
						m²",N/A,55
Apartment for sale in Bab Bhar. 4 rooms. Large terrace,"200,000 TND",Tunis,"117
						m²",N/A,55
Apartment for sale in Cité Ennasr 2. Surface area 171 m². Wi...,"380,000 TND",Ariana Ville,"171
						m²",N/A,55
Rades forest sale spacious 3-bedroom apartment of 145 m2,"180,000 TND",Rades,"145
						m²",N/A,55
Sale of a lovely apartment in Hammamet Nord. 3 rooms. Well f...,"1,300,000 TND",Hammamet,"130
						m²",N/A,55
Fabulous apartment for sale. Area of 128 m². Garage and terr...,"275,000 TND",La Soukra,"128
						m²",N/A,55
Beautiful apartment for sale in Ain Zaghouan Nord. 2 lovely...,"240,000 TND",La Marsa,"90
						m²",N/A,55
Sale of a lovely apartment in Raoued. Small area 200 m². Exc...,"800,000 TND",Raoued,"200
						m²",N/A,55
Fabulous apartment for sale in La Soukra. 4 lovely rooms. Ce...,"583,000 TND",La Soukra,"169
						m²",N/A,55
Sell apartment in La Soukra. Surface area 85 m². Carpark and...,"382,000 TND",La Soukra,"101
						m²",N/A,55
Sale of a lovely apartment in Chotrana 1. Total area 142 m²...,"450,000 TND",La Soukra,"142
						m²",N/A,55
Sell apartment in Ain Zaghouan Nord. 3 rooms. Garage and ter...,"650,000 TND",La Marsa,"140
						m²",N/A,55
Apartment for sale in La Soukra. Area 50 m². Storage unit,Price on request,La Soukra,"50
						m²",N/A,55
Beautiful apartment for sale in Hammamet. 3 large living are...,"190,000 TND",Hammamet,"52
						m²",N/A,55
Apartment to purchase in Le Kram. 4 large rooms. Air conditi...,"540,000 TND",Le Kram,"207
						m²",N/A,55
Sale of a lovely apartment in Centre Urbain Nord. Large area...,"535,000 TND",Cité El Khadra,"152
						m²",N/A,55
Beautiful apartment for sale in Cité Ennasr 1.4 large living...,"440,000 TND",Ariana Ville,"150
						m²",N/A,55
Beautiful apartment for sale in Les Jardins de Carthage. 2 l...,Price on request,Le Kram,"150
						m²",N/A,55
Fabulous apartment for sale in Aouina. 3 large rooms. Reinfo...,"385,000 TND",La Marsa,"140
						m²",N/A,55
Find an apartment to buy in La Soukra. 2 large living areas...,"355,000 TND",La Soukra,"70
						m²",N/A,55
Sell apartment. Large area 108 m². Beautiful terrace,"86,000 TND",Sousse Riadh,"108
						m²",N/A,55
Fabulous apartment for sale in La Marsa. 3 lovely rooms,"650,000 TND",La Marsa,"93
						m²",N/A,55
Apartment to purchase in Cité el Ghazela. 3 beautiful rooms...,"410,000 TND",Raoued,"180
						m²",N/A,55
Sale of a lovely apartment in Riadh al Andalous. 4 comfortab...,"269,900 TND",Ariana Ville,"125
						m²",N/A,55
Apartment for sale in La Soukra. Dimension 60 m². Private ga...,"277,000 TND",La Soukra,"60
						m²",N/A,55
